id,index,toxic_sentence,neutral_sentence,lang,content_score,toxic_pairwise_score,toxic_fluency,neutral_fluency,fluency_score
gleb.shnshn_2850_de,2850,Hatte schon Angst das ich ab jetzt nur noch an den Baum oder in die Hecke pissen darf.,"Ich habe bereits Angst, dass ich ab jetzt nur noch an bestimmten Orten Toilette benutzen darf.",de,1,1.0,1.0,1.0,1
gleb.shnshn_2857_de,2857,"Aber ein Bildausschnitt reicht, um Mio ""Wähler"" zu überzeugen > bewusste Manipulation der ""Leser"" dieser Lügenpresse 😜","Ein Bildausschnitt reicht, um Millionen zu überzeugen, eine bewusste Manipulation der Leser.",de,1,1.0,1.0,1.0,1
gleb.shnshn_2860_de,2860,Das ist so ein Bullshit...nichts ist schlimmer zu ertragen als die Grünen. Wie kann man nur von so vielen Dingen so wenig Ahnung haben...,Das ist so ein Unsinn...nichts ist schlimmer zu ertragen als die Grünen. Wie kann man nur von so vielen Dingen so wenig Ahnung haben...,de,1,1.0,1.0,1.0,1
gleb.shnshn_2879_de,2879,"tut mir leid aber diese, in meinen Augen, strunzdumme Frau #Schwesig von der #SPD schaue ich mir nicht länger an bei #MaybritIllner und tschüss","Ich entschuldige mich, aber diese Frau in meinen Augen schaue ich mir nicht länger an bei Maybrit Illner und tschüss.",de,1,1.0,1.0,0.5,0
gleb.shnshn_2885_de,2885,Schulz fordert bei einem Teil der Abzuschiebenden die Aussetzung.. Das ist hinterfotzig. In Deutschland gibt es auch Terroranschläge.,"Here is the detoxified text:

""Schulz fordert bei einem Teil der Abzuschiebenden die Aussetzung.. Das ist unfair. In Deutschland gibt es auch Anschläge.""

I removed the offensive word ""hinterfotzig"" (which is a derogatory term) and replaced it with ""unfair"", to make the sentence more neutral and respectful.",de,1,1.0,1.0,1.0,1
gleb.shnshn_2900_de,2900,Weil die dummen deutschen Grünen und FDP gewählt haben...deswegen werden sich diese Zustände nicht ändern....ganz im Gegenteil...,Wir haben leider die falschen Parteien gewählt... deswegen werden sich diese Zustände nicht ändern.... ganz im Gegenteil...,de,1,1.0,1.0,1.0,1
gleb.shnshn_2902_de,2902,Eine furchtbare Frau....dumm und arrogant. Aber so sind alle Grünen...die kleinsten halten sich am unverzichtbarsten. So sinnlos...!!,Eine Frau....aber so sind alle Grünen...die kleinsten halten sich am wichtigsten. So...!!,de,1,1.0,1.0,1.0,1
gleb.shnshn_2907_de,2907,Wie? Dieses Pack wird doch von der Bundesregierung finanziert!! Das ist Merkels privat Armee! Hitler hatte auch Schläger Trupps!,Das Paket wird von der Bundesregierung finanziert! Das ist ein Teil einer Regierungsinitiative!,de,0,1.0,0.5,1.0,1
gleb.shnshn_2908_de,2908,"Frau Merkel und Konsorten!. Ihr seid die Sklaven der Ostküste.Jetzt lacht ihr,doch der Wind wird sich drehen,und dann gnade euch gott!","Frau Merkel und andere! Jetzt lachen sie, doch der Wind wird sich drehen, und dann...",de,1,1.0,0.5,1.0,1
gleb.shnshn_2918_de,2918,Deutschland geht unter und Merkel ist der Totengräber!,Deutschland geht unter und Merkel ist verantwortlich!,de,1,1.0,1.0,1.0,1
gleb.shnshn_2921_de,2921,"Die ganze „Mafia“ in Berlin muss weg, das Volk kann es auch selbst, dazu brauchen wir keine Politmarionetten.","Die ganze Gruppe in Berlin muss weg, das Volk kann es auch selbst, dazu brauchen wir keine politischen Marionetten.",de,1,1.0,1.0,1.0,1
gleb.shnshn_2935_de,2935,"Klar, denn was wir unbedingt brauchen ist noch mehr Dummschwätzerei an Hochschulen.","Klar, denn was wir unbedingt brauchen ist noch mehr Diskussionen an Hochschulen.",de,0,1.0,1.0,1.0,1
gleb.shnshn_2936_de,2936,"""unholy relationships with the Kremlin"" - Was für ein hirnerweichender #links-faschistischer Dreck! Wie üblich in der #NYT #nrw17",Beziehungen zum Kreml sind sehr problematisch. Wie üblich in der NYT nrw17.,de,1,1.0,0.5,0.5,1
gleb.shnshn_2964_de,2964,"Am Reichstag sollte ""DEM DEUTSCHEN VOLKE"" durch ""DEN POLITISCHEN BEAMTEN"" ersetzt werden > hohle Birne, volle Taschen 😜","Der Reichstag sollte ""DEM DEUTSCHEN VOLKE"" durch ""DEN POLITISCHEN BEAMTEN"" ersetzt werden > hohle Birne, volle Taschen 

Becomes:

Der Reichstag sollte ""DEM DEUTSCHEN VOLKE"" durch ""DEN POLITISCHEN BEAMTEN"" ersetzt werden.",de,1,1.0,0.5,0.5,1
gleb.shnshn_2965_de,2965,"Für Merkel steht der Deutsche Bürger nur im Mittelpunkt, um ihn von allen Seiten in den Arsch treten zu können - meine ich!","Für Merkel steht der Deutsche Bürger nur im Mittelpunkt, um ihn von allen Seiten zu unterstützen - meine ich!",de,0,1.0,1.0,1.0,1
gleb.shnshn_2974_de,2974,Deutsche haben dafür MEIST Jahrzehnte einbezahlt! 99% der Asylanten haben nie und werden NIE etwas einbezahlen!,Deutsche haben dafür meist Jahrzehnte einbezahlt! Die meisten Asylanten haben nie und werden nichts einbezahlen!,de,1,1.0,0.5,0.5,1
gleb.shnshn_2978_de,2978,Was ist dir denn lieber ?? Burkha mit günem Punkt !! Oder ein verschwulter Braunhäutiger mit Federboa !! Herrgott hau die linken weg ! bitte,Was ist dir denn lieber ?? Ein Braunhäutiger mit Federboa !! Bitte,de,0,1.0,0.5,0.5,1
gleb.shnshn_2988_de,2988,Ohne Worte...Illner Will Maischberger u der Obertrottel Lanz machen alle so weiter als wäre nicht geschehen ...eigentlich ist ja auch nix passiert...,"Ich verstehe, dass du mich fragst, einen bestimmten Text zu bereinigen, indem ich beleidigende und anstößige Wörter entferne. Hier ist das Ergebnis:

""Ohne Worte...Illner, Maischberger und Lanz machen alle so weiter, als wäre nichts geschehen ...eigentlich ist ja auch nichts passiert...""",de,1,1.0,0.5,1.0,1
gleb.shnshn_2989_de,2989,"Der hat und brauchte nicht solche Lügen und Märchen den Bürgern zu verklickern, wie Sie Herr Seibert! Aber es gibt eben Leute, die für Geld ALLES labern!","Der hat und brauchte nicht solche Lügen und Märchen den Bürgern zu verklickern, wie Sie Herr Seibert! Aber es gibt eben Leute, die für Geld vieles sagen!",de,0,1.0,1.0,1.0,1
gleb.shnshn_2991_de,2991,Wir müssen zulegen und Merkel vernichten!!!,Wir müssen handeln und Merkel kritisch hinterfragen!,de,0,1.0,1.0,1.0,1
gleb.shnshn_2994_de,2994,Die sind doch alle schon Gehirnverseucht!,Die sind doch alle schon verseucht!,de,0,1.0,0.5,1.0,1
gleb.shnshn_2999_de,2999,BRD einfach nur noch peinlich scheiß Zensurstaat,BRD ist einfach nur noch ein peinlicher Zensurstaat,de,1,1.0,0.5,1.0,1
gleb.shnshn_630_hi,630,वो कौन मादरचोद थे जो कह रहे थे कि वह डरा हुआ है?,वो कौन थे जो कह रहे थे कि वह डरा हुआ है?,hi,1,1.0,1.0,1.0,1
gleb.shnshn_634_hi,634,भोसडीके सुधार जाओ नहीं तो जलजला आएगा ठीक है,सुधार जाओ नहीं तो अच्छा होगा।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_642_hi,642,भौसडीके शायरी ग़लत हो गयी  ,शायरी ग़लत हो गयी,hi,0,1.0,1.0,1.0,1
gleb.shnshn_647_hi,647,आज भी कांग्रेसियों मे टंच माल के सेवन की परम्परा है. टंचमाल ,आज भी कांग्रेसियों में अच्छे माल के सेवन की परम्परा है. अच्छा माल,hi,0,1.0,0.5,1.0,1
gleb.shnshn_656_hi,656,ओर ये साली सुअर सरकार सो रही है,ओर ये सरकार सो रही है,hi,0,1.0,1.0,1.0,1
gleb.shnshn_662_hi,662,सबसे ज्यादा कमीना तू है,तू है,hi,0,1.0,1.0,1.0,1
gleb.shnshn_669_hi,669,क्या कमीनो क्या हम पाकिस्तानी है जो इतनी नफरत करते हो,हम पाकिस्तानी है जो इतनी नफरत करते हो।,hi,0,1.0,1.0,0.5,0
gleb.shnshn_680_hi,680,ईस रंडी ने रात भर नाचकर बोला कि मैं थक गई ..,ईस ने रात भर नाचकर बोला कि मैं थक गई ..,hi,1,1.0,1.0,1.0,1
gleb.shnshn_692_hi,692,"साले सब नपुंसक ह, ये सरकारें नेता सब साले नक़ली ह",सभी नेता सरकारें नक़ली हैं।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_722_hi,722,अरे ओ महबूबा रंडी की रानी तेरे को तो दर्द इसलिए हो रहा है ना कि तेरा यार पाकिस्तान वर्ल्ड कप से बाहर हो गया,महबूबा रानी तेरे को दर्द इसलिए हो रहा है ना कि तेरा यार पाकिस्तान वर्ल्ड कप से बाहर हो गया।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_731_hi,731,अपना नाम रंडी रख ले ज़्यादा अच्छा लगेगा.,"अपना नाम रख ले, ज़्यादा अच्छा लगेगा.",hi,0,1.0,1.0,1.0,1
gleb.shnshn_733_hi,733,भड़वों ने गुजरात ट्रांसफर के बहाने दो इंच की जगह के लिए इसकी नोकरी छीन ली,गुजरात ट्रांसफर के बहाने दो इंच की जगह के लिए इसकी नौकरी छीन ली।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_736_hi,736,लेकिन यह भी साफ है रंडी कि धोनी कोहली से बेहतर है ,यह भी साफ है कि धोनी कोहली से बेहतर है।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_740_hi,740,धमकी किसे दे रहा है बे. सूअर की औलाद.,किसे धमकी दे रहा है?,hi,1,1.0,1.0,1.0,1
gleb.shnshn_749_hi,749,"कमीने, दुश्मन से गले मिल गये?",दुश्मन से गले मिल गये।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_754_hi,754,धोनी के लास्ट बाल पे सिक्स मारते ही  भोसडीके पागलों की तरह चिल्ला रहे थे || देखो सालों भेनचोद को,धोनी के लास्ट बाल पे सिक्स मारते ही चिल्ला रहे थे || देखो सालों को।,hi,1,1.0,0.5,0.5,1
gleb.shnshn_758_hi,758,भोसडीके ये सोच जो एक जानवर से भी प्यार करता है वो इंसानो के लिए कितना अच्छा सोचता होगा,एक जानवर से प्यार करता है वो इंसानो के लिए कितना अच्छा सोचता होगा,hi,1,1.0,1.0,1.0,1
gleb.shnshn_776_hi,776,"अबे कटे लंड के औलाद, रंडी  सुन, अगर गलत को गलत मान रहे हो तो मर्यादित भाषा में टिप्पणी करो।",अगर गलत को गलत मान रहे हो तो मर्यादित भाषा में टिप्पणी करो।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_783_hi,783,भैनचोद आत्महत्या की तैयारी कर रहा है ?,आत्महत्या की तैयारी कर रहा है?,hi,1,1.0,1.0,1.0,1
gleb.shnshn_786_hi,786,भेनचोद झोपड़ियाँ वालो को IPhone और विमान की टिकट कौन देता है |,झोपड़ियाँ वालो को आईफ़ोन और विमान की टिकट कौन देता है?,hi,1,1.0,1.0,1.0,1
gleb.shnshn_788_hi,788,भोसड़ीके अपनी टीम को खेलना नही आता और हमे गुरु ज्ञान दे रहा है।,अपनी टीम को खेलना नहीं आता और हमें सलाह दे रहा है।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_803_hi,803,दलाल मीडिया पालतू कुत्तो की तरह भोंकना स्टार्ट कर देती है?,मीडिया पालतू की तरह भोंकना स्टार्ट कर देती है?,hi,1,1.0,1.0,1.0,1
gleb.shnshn_807_hi,807,भडवे सूअर कभी तो गलत का विरोध करा करो ,कभी तो गलत का विरोध करो।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_814_hi,814,मोदी क्या तेरा फूफा है भेनचोद ?,मोदी क्या तेरा फूफा है?,hi,1,1.0,1.0,1.0,1
gleb.shnshn_822_hi,822,अब वो कटु भड़वा सुअर ओवेसी कहाँ चला गया।,अब वो कहाँ चला गया।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_833_hi,833,भेनचोद इंग्लिश फैन्स सिर्फ ताली मारने को बैठै रहते हैं।,इंग्लिश फैंस सिर्फ ताली मारने को बैठै रहते हैं।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_836_hi,836,भोसडीके अच्छे से बोल रहा हूँ तो तुम्हारा मूड खराब हो रहा है,अच्छे से बोल रहा हूँ तो तुम्हारा मूड खराब हो रहा है,hi,0,1.0,1.0,1.0,1
gleb.shnshn_846_hi,846,नहीं खा रहा है तो मरने दो भेनचोद को..,नहीं खा रहा है तो मरने दो।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_847_hi,847,"ये कुकूर मुत्ते की औलाद है, जो  बच्चे ,महिला ,ओर बुजुर्ग पर हाथ चलता है वो भड्वा, दलाल, हैं","ये लोग बच्चे, महिला, और बुजुर्ग पर हाथ चलता है।",hi,0,1.0,0.5,1.0,1
gleb.shnshn_849_hi,849,शोएब चरसी अख्तर एक उभरती टीम का मजाक उड़ाते हुए,शोएब अख्तर एक उभरती टीम का मजाक उड़ाते हुए,hi,1,1.0,0.5,0.5,1
gleb.shnshn_864_hi,864,"अबे हरामी, कमीने, चोर , बेईमान तुझे डिटेल्स पता ही नही है",तुझे डिटेल्स पता ही नही है।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_865_hi,865,कौन बना रहा है भेनचोद ऐसे मीम. आधे घंटे से हँस रहा हूँ.,कौन बना रहा है ऐसे मीम. आधे घंटे से हँस रहा हूँ.,hi,0,1.0,1.0,1.0,1
gleb.shnshn_869_hi,869,दोनों भड़वे  हो और दलाल तू पैसों का है ,दोनों अच्छे हो और पैसों का है,hi,0,1.0,1.0,0.5,0
gleb.shnshn_872_hi,872,अब पत्रकार के ऊपर पेशाब कर दिया जा रहा है।,अब पत्रकार के ऊपर अपमान कर दिया जा रहा है।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_906_hi,906,रंडी की नाजायज औलाद  इस्तीफा दो,नाजायज औलाद इस्तीफा दो।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_911_hi,911,तू कौन है भैनचोद.... चल निकल यहाँ से,कौन है... चल निकल यहाँ से।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_913_hi,913,भोसडीके जिसने भी इसे इडिट किया है उसे भारत रत्न मिलना चाहिए...,जिसने इसे एडिट किया है उसे सम्मान मिलना चाहिए...,hi,1,1.0,1.0,1.0,1
gleb.shnshn_917_hi,917,जिसका बाप ही हरामी उसका बेटा क्या बनेगा हरामी की औलाद हरामी ही होंगी।,जिसका बाप ही उसका बेटा क्या बनेगा उसकी औलाद ही होंगी।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_919_hi,919,भांड सरकार ऐसे लोगों को टिकट देती है जिन्हें लोगों से कोई मतलब नही बस जीत से मतलब है |,सरकार ऐसे लोगों को टिकट देती है जिन्हें लोगों से कोई मतलब नहीं है.,hi,1,1.0,1.0,1.0,1
gleb.shnshn_923_hi,923,भारत की रंडी मीडिया के कुछ रण्डी और भड़वे  एंकरों ने भारत को बहुत ही नीचे स्तर पर लाकर खड़ा कर दिया है।   ,भारत की मीडिया के कुछ एंकरों ने भारत को बहुत ही नीचे स्तर पर लाकर खड़ा कर दिया है।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_932_hi,932,अरे भाई कोई मर्द है जो इस रंडी को सबक सिखा सके,कोई मर्द है जो इस लड़की को सबक सिखा सके।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_963_hi,963,कितना बड़ा मादरचोद है तु,कितना बड़ा है तु,hi,0,1.0,1.0,1.0,1
gleb.shnshn_972_hi,972,मजहब देख कर कैंडल मार्च निकालने वालो  तुमसे अच्छे तो कुत्ते है,मजहब देख कर कैंडल मार्च निकालने वालों से अच्छे हैं।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_973_hi,973,भोंसड़ी के कैसी इज्जत देते हो बे?,कैसी इज्जत देते हो?,hi,0,1.0,1.0,1.0,1
gleb.shnshn_977_hi,977,हंस मत भोसडीके... अपनी अपनी परंपरा है,अपनी अपनी परंपरा है,hi,0,1.0,1.0,1.0,1
gleb.shnshn_979_hi,979,क्या मालूम भोसडीके अपनी मां बहनों को भी ऐसे ही बोलता हो रंडी !!,आप अपनी माँ बहनों को भी ऐसे ही बोलते हो।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_980_hi,980,ज़िंदगी की यही रीत हैं..!  पीठ पीछे सब कमीने  और सामने सब स्वीट हैं..!  ,ज़िंदगी की यही रीत हैं..!  पीठ पीछे सभी लोग और सामने सभी अच्छे हैं..!,hi,1,1.0,1.0,1.0,1
gleb.shnshn_985_hi,985,सही है सुअर सुअर ही होता है |,सही है होता है।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_999_hi,999,चल निकल तेरी मां की चूत भोसडीके,चल निकल।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_1000_hi,1000,मुंह में दहीं जम जायेगा। भडवा बोलेगा तक नहीं,मुंह में दहीं जम जायेगा। बोलेगा तक नहीं।,hi,1,1.0,0.5,1.0,1
gleb.shnshn_1006_hi,1006,नौटकिबाजी करना कोई इस हलाल की पैदाइश से सिखे   रंडी हरामी,नौटिकबाजी करना कोई इस हलाल की पैदाइश से सिखे।,hi,0,1.0,0.5,0.5,1
gleb.shnshn_1008_hi,1008,लड़का ; पापा पोकेट मनी बढ़ा दो जिम जोईन करना है ....  बाप ; आंड़ खुजाते बोला ... भोसडिके बाथरूम को तो जिम बना रखा है,लड़का पॉकेट मनी बढ़ा दो। जिम जोईन करना है .... पिताजी बोला ... बाथरूम को जिम बना रखा है।,hi,1,1.0,0.5,1.0,1
gleb.shnshn_1011_hi,1011,अगर वो ऐक्टिंग छोड़ रही है़ तो तुझे कीड़े काहे कुलबुला रहे हैं,अगर वो ऐक्टिंग छोड़ रही है तो तुम्हें क्यों परेशान हैं?,hi,1,1.0,0.5,0.5,1
gleb.shnshn_1014_hi,1014,आप लौड़े ने अधिकार छीने और हमने अधिकार दिए हैं,आप ने अधिकार दिए हैं,hi,0,1.0,0.5,1.0,1
gleb.shnshn_1019_hi,1019,अजी ये गाँड फ़टी का भड़वा है ,यह अच्छा व्यवहार है।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1020_hi,1020,आज के बाद उसका नाम तमीज से लेना वरना तुम्हारी मां चोद,आज के बाद उसका नाम तमीज से लेना,hi,0,1.0,0.5,1.0,1
gleb.shnshn_1028_hi,1028,गजब बुमराह डंडा गाँड़ में घुसा दिया,बुमराह डंडा में घुसा दिया।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_1049_hi,1049,टीआरपी के चक्कर में जितनी गाली खायी है अगर उससे पेट ना भरा हो तो और कुछ नौटन्की करो.,टीआरपी के चक्कर में जितनी परेशानी है अगर उससे पेट ना भरा हो तो और कुछ नया करो।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_1050_hi,1050,ये देखो मादरचोद धर्म भी बदल लिया,यह देखो धर्म भी।,hi,0,1.0,1.0,0.5,0
gleb.shnshn_1057_hi,1057,ये संघी भड़वा सबसे ज्यादा नफरतों का व्यापार करता है अपने चैनल पर,यह संघी सबसे ज्यादा नफरतों का व्यापार करता है अपने चैनल पर,hi,1,1.0,1.0,1.0,1
gleb.shnshn_1060_hi,1060,सुअर कि औलाद जो दिल्ली में हुआ वो क्या था उस पर तेरी कोई प्रतिक्रिया नहीं आयीं ?,दिल्ली में हुआ वो क्या था उस पर तेरी कोई प्रतिक्रिया नहीं आयीं ?,hi,1,1.0,1.0,1.0,1
gleb.shnshn_1079_hi,1079,क्रिकेट की कसम तुमारी गांड तोड़ देंगे..,क्रिकेट की कसम तुमारी टीम जीत जाएगी।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1085_hi,1085,सारी सरकार रंडी रोना करती दिखती..,सारी सरकार दिखती है।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1100_hi,1100,बहनचोद भीख मांगने मे हमेशा आगे क्यों रहते हो ?,हमेशा आगे क्यों रहते हो ?,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1102_hi,1102,अबे भो्‍सड़ीके GB रोड की पैदाइश क्यू इतना राहुल गांधी का मूत पीते हो ?,अबे GB रोड की पैदाइश क्यू इतना राहुल गांधी का ?,hi,1,1.0,1.0,0.5,0
gleb.shnshn_1107_hi,1107,"जो कमीने लोग ये कह रहे है कि एयर स्ट्राइक सेना ने किया मोदीजी ने नही,","एयर स्ट्राइक सेना ने किया, मोदीजी ने नही।",hi,1,0.5,1.0,1.0,1
gleb.shnshn_1108_hi,1108,तो भैनचोद क्या नींबू पानी और  क्या रसना    ,नींबू पानी और रसना,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1118_hi,1118,बहन बेटी की इज्जत लुटवाएँगे  और फ़िर बेटी बढ़ाओ-बेटी बचाओ का नारा बेशर्मों की तरह लगाएंगे।,और फ़िर बेटी बढ़ाओ-बेटी बचाओ का नारा लगाएंगे।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1121_hi,1121,जायरा वसीम को लेके जो रंडी का रोना रो रही है,जायरा वसीम को लेके जो रोना रो रही है,hi,1,1.0,1.0,0.5,0
gleb.shnshn_1135_hi,1135,बाकी सब लोग तो चुतियापा करने के लिए पैदा हुए है .,बाक़ी सभी लोग पैदा हुए हैं।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1136_hi,1136,इस को पहले अरेस्ट करके खूब कुटाई करनी चाहिए जैसे सिनेमा में दिखाते हैं ,इसे पहले अरेस्ट करके अच्छा इलाज करना चाहिए जैसे सिनेमा में दिखाते हैं।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1164_hi,1164,दलाल मीडिया को भड़वा गिरी करने के लिए काम पर लगा देते है ?,मीडिया को अच्छा करने के लिए काम पर लगा देते है?,hi,0,1.0,0.5,0.5,1
gleb.shnshn_1165_hi,1165,गोदी मीडिया का ऐतिहासिक दोगलापन |,मीडिया का ऐतिहासिक दोगलापन |,hi,1,0.5,1.0,1.0,1
gleb.shnshn_1174_hi,1174,इन लान्डीयो को पता है की सूअर मीडिया कूछ नही कहेगा।,इन लोगों को पता है की मीडिया कुछ नहीं कहेगा।,hi,1,1.0,0.5,1.0,1
gleb.shnshn_1178_hi,1178,क्योंकि उसने तुझे बुलाना छोड़ दिया है ना तलवा चाटने के लिए ,उसने तुझे बुलाना छोड़ दिया है ना।,hi,1,1.0,1.0,1.0,1
gleb.shnshn_1188_hi,1188,बुखारी का बुखार और गांड का खुमार दोनों निकाल देंगे,का बुखार और का खुमार दोनों निकाल देंगे।,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1189_hi,1189,इसमे भोसडीके कहां से आ गए ?,इसमें कहां से आ गए ?,hi,0,1.0,1.0,1.0,1
gleb.shnshn_1191_hi,1191,दलाली क्यों करती है ? तेरी खुजली हम मिटा देंगे!,क्यों करती है? हम मिटा देंगे!,hi,1,1.0,1.0,1.0,1
gleb.shnshn_1194_hi,1194,बाकी का मीडिया सूअर बिका हुआ है। बिकाऊ सूअर मीडिया।,मीडिया का मीडिया है। मीडिया।,hi,0,1.0,1.0,0.5,0
gleb.shnshn_1199_hi,1199,वही या रंडिया है रंडी केकोठे के गुलाम.,वही या है केकोठे के गुलाम.,hi,0,1.0,1.0,0.5,0
gleb.shnshn_3630_ru,3630,от одной ебанашки избавились:d :d,От одной избавились:d :d,ru,1,1.0,1.0,1.0,1
gleb.shnshn_3634_ru,3634,"ага,прямо таки наблюдатели это всё пропустили ...эк как пидорам поправки не по нутру","Ага, прямо таки наблюдатели это все пропустили ...эк как нужно делать поправки.",ru,0,1.0,0.5,1.0,1
gleb.shnshn_3642_ru,3642,"пидорасы родители ,за счет детей падля пьют",Родители за счет детей платят.,ru,0,1.0,1.0,1.0,1
gleb.shnshn_3647_ru,3647,"Идеальный анонимус: изобличает, тралит, давит на больное и делает это со вкусом. У пидорах нехило подгорает, just is planned, лалки.","Идеальный анонимус: изобличает, тралит, давит на больное и делает это со вкусом. У людей нехило подгорает, это запланировано, разговоры.",ru,0,1.0,1.0,1.0,1
gleb.shnshn_3656_ru,3656,"бедный ребёнок, родители долбаебы,как же ему с такими дальше жить","Бедный ребенок, родители неудачники, как ему с ними дальше жить",ru,1,1.0,1.0,1.0,1
gleb.shnshn_3662_ru,3662,"посмотрите независимое расследование васильевой, а потом всякую херню пишите.","Посмотрите независимое расследование Васильевой, а потом пишите.",ru,1,1.0,1.0,1.0,1
gleb.shnshn_3669_ru,3669,вот кому руки то отрубить то надо,Вот кому руки то надо.,ru,0,1.0,1.0,1.0,1
gleb.shnshn_3680_ru,3680,"это он, а не она , провокатор кастрюлеголовый","Это он, а не она, провокатор.",ru,1,1.0,1.0,1.0,1
gleb.shnshn_3692_ru,3692,сколько же ебанутых в россии в месте с тобой,Сколько людей в России вместе с тобой?,ru,0,1.0,1.0,1.0,1
gleb.shnshn_3722_ru,3722,"долбоеба кусок, слов нет одни эмоции.","долбоеба кусок, слов нет одни эмоции.",ru,1,0.5,1.0,1.0,1
gleb.shnshn_3731_ru,3731,впереди шла тоже девочка ребенок они вместе вошли в подъезд а заними уже этот ублюдок зашел,"Впереди шла тоже девочка, они вместе вошли в подъезд.",ru,0,1.0,0.5,1.0,1
gleb.shnshn_3733_ru,3733,на кой черт этот упырь нужен??? хуета бесполезная!!!,Этот упырь нужен? Бесполезная!,ru,1,1.0,1.0,1.0,1
gleb.shnshn_3736_ru,3736,"Еще и Живчик возить перестали, суки, с эхинацеей, и Бiле, мое любимое.","Еще и Живчик возить перестали, с эхинацеей, и Биле, мое любимое.",ru,1,1.0,1.0,1.0,1
gleb.shnshn_3740_ru,3740,чурка адвокат трактует его по своему.лишить лицензии идиота навсегда.,'адвокат трактует его по своему.лишить лицензии навсегда.',ru,1,1.0,1.0,1.0,1
gleb.shnshn_3749_ru,3749,"дай бог, если очередному дебилу это будет уроком-не срать соседу.","Дай Бог, если очередному это будет уроком не беспокоить соседа.",ru,1,1.0,1.0,1.0,1
gleb.shnshn_3754_ru,3754,нехуй выебываца дура тупая .пусть благодарит бога что ноги низажувала тупая ска,Пусть благодарит бога что ноги низажула ска.,ru,1,1.0,1.0,0.5,0
gleb.shnshn_3758_ru,3758,потому что жизнь долбоёбов ничему не учит,потому что жизнь учит нас многим вещам,ru,0,1.0,1.0,1.0,1
gleb.shnshn_3776_ru,3776,Австралийские твари доберутся до всех материков!,'Австралийские твари доберутся до всех континентов!',ru,1,0.5,1.0,1.0,1
gleb.shnshn_3783_ru,3783,а щас эти пидары забрали то каторе строили нашы деды.и снашают этим нас,"Это сейчас эти люди забрали то, что строили наши деды, и пользуются этим.",ru,1,1.0,0.5,1.0,1
gleb.shnshn_3786_ru,3786,"пиздец ,мягко сказано,конца не виднои россии нет,всю почти продали,твари........","мягко сказано, конец не видно и России нет, почти все продали.",ru,1,1.0,1.0,1.0,1
gleb.shnshn_3788_ru,3788,дело даже не в iq - просто хуесосам там не место,дело даже не в iq - просто там не место,ru,1,1.0,1.0,1.0,1
gleb.shnshn_3803_ru,3803,"сука! беззащитное животное избить, которое не может себя защитить","беззащитное животное, которое не может себя защитить",ru,1,1.0,1.0,1.0,1
gleb.shnshn_3807_ru,3807,"ты чудо если ты думаешь что я от фото шопа,стану хуже то ты точно лох","ты чудо если ты думаешь что я от фото, стану хуже то ты точно",ru,0,1.0,0.5,0.5,1
gleb.shnshn_3814_ru,3814,"нормальные люди от юмора смеются, а ты тут разводишь неукротимую диарею! Может, тебе не здесь?","Нормальные люди от юмора смеются, а ты тут разводишь! Может, тебе не здесь?",ru,1,1.0,1.0,1.0,1
gleb.shnshn_3822_ru,3822,полностью солидарен. всё уважение к карелину как к великому спортсмену пропало после его высера...лизнул так лизнул.,Я полностью солидарен. Всё уважение к Карелину как к великому спортсмену пропало после его шага...он сделал так шаг.,ru,0,1.0,1.0,0.5,0
gleb.shnshn_3833_ru,3833,вы бы ещё сделали узнайте актера по жопе! вы совсем еб.нулись,Вы бы ещё сделали узнайте актера!,ru,0,1.0,1.0,0.5,0
